,Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Cluster
1275,Male,Single,48,High School,142345,Skilled Employee/Official,Big city,1
1277,Male,Married,45,University,116484,Skilled Employee/Official,Big city,2
1278,Male,Single,35,High School,150237,management / self-employed / highly qualified employee / officer,Big city,1
1279,Male,Married,22,High School,100273,Skilled Employee/Official,Big city,0
1280,Male,Single,44,High School,122292,Unemployed/Unskilled,Mid-sized city,1
1281,Male,Single,52,High School,159216,Skilled Employee/Official,Mid-sized city,1
1282,Male,Single,48,High School,130082,Skilled Employee/Official,Big city,1
1283,Male,Single,33,High School,139547,Skilled Employee/Official,Big city,1
1284,Male,Married,35,High School,122895,Skilled Employee/Official,Mid-sized city,0
1285,Male,Married,64,University,154549,Skilled Employee/Official,Mid-sized city,2
1286,Male,Single,58,High School,149315,Unemployed/Unskilled,Big city,1
1287,Male,Married,24,High School,118101,Unemployed/Unskilled,Big city,0
1288,Male,Single,40,High School,115831,Unemployed/Unskilled,Big city,1
1289,Male,Single,49,High School,118571,management / self-employed / highly qualified employee / officer,Big city,1
1290,Male,Single,31,High School,138906,Skilled Employee/Official,Big city,1
1291,Male,Single,46,High School,98520,Skilled Employee/Official,Big city,1
1292,Male,Single,46,High School,106576,Skilled Employee/Official,Mid-sized city,1
1293,Male,Single,49,High School,121592,Skilled Employee/Official,Mid-sized city,1
1294,Male,Single,29,High School,135605,Unemployed/Unskilled,Mid-sized city,1
1295,Male,Single,37,High School,114552,Skilled Employee/Official,Big city,1
1296,Male,Single,33,High School,151339,management / self-employed / highly qualified employee / officer,Mid-sized city,1
1298,Male,Single,35,High School,118288,Skilled Employee/Official,Big city,1
1299,Male,Single,40,High School,109992,Skilled Employee/Official,Big city,1
1300,Female,Single,27,High School,90654,Unemployed/Unskilled,Small City,3
1301,Female,Single,61,University,113290,Unemployed/Unskilled,Small City,2
1302,Female,Married,29,High School,100093,Skilled Employee/Official,Mid-sized city,0
1303,Female,Single,33,High School,109489,Skilled Employee/Official,Small City,3
1304,Female,Single,56,University,139427,Unemployed/Unskilled,Small City,2
1305,Female,Married,27,High School,123411,Skilled Employee/Official,Mid-sized city,0
1306,Female,Married,22,High School,137925,Skilled Employee/Official,Small City,0
1307,Female,Married,19,High School,99119,Skilled Employee/Official,Small City,0
1308,Female,Married,28,High School,91084,Skilled Employee/Official,Mid-sized city,0
1309,Female,Married,24,High School,110137,Skilled Employee/Official,Mid-sized city,0
1310,Female,Married,27,High School,67041,Unemployed/Unskilled,Small City,3
1311,Female,Married,30,High School,127299,Skilled Employee/Official,Mid-sized city,0
1312,Female,Single,26,High School,84555,Unemployed/Unskilled,Small City,3
1313,Female,Married,26,High School,123895,Skilled Employee/Official,Small City,0
1314,Female,Married,23,High School,94324,Skilled Employee/Official,Mid-sized city,0
1315,Female,Married,28,High School,96062,Skilled Employee/Official,Small City,0
1317,Female,Married,27,High School,107485,Skilled Employee/Official,Mid-sized city,0
1318,Female,Married,32,High School,98573,Skilled Employee/Official,Small City,0
1319,Female,Single,24,High School,107462,Unemployed/Unskilled,Small City,3
1320,Female,Married,28,High School,115809,Skilled Employee/Official,Mid-sized city,0
1321,Female,Single,48,University,118749,Unemployed/Unskilled,Small City,2
1322,Female,Married,32,High School,139112,Skilled Employee/Official,Mid-sized city,0
1323,Female,Married,25,High School,94075,Skilled Employee/Official,Small City,0
1324,Female,Married,57,University,62002,Unemployed/Unskilled,Small City,2
1325,Female,Married,28,High School,127262,Skilled Employee/Official,Small City,0
1326,Female,Married,24,High School,122846,Skilled Employee/Official,Mid-sized city,0
1327,Female,Married,25,High School,61907,Unemployed/Unskilled,Small City,3
1328,Female,Single,31,High School,89287,Unemployed/Unskilled,Small City,3
1329,Female,Single,33,High School,103696,Skilled Employee/Official,Mid-sized city,0
1330,Female,Married,50,University,147603,Skilled Employee/Official,Small City,2
1331,Female,Married,58,University,139229,Unemployed/Unskilled,Mid-sized city,2
1332,Female,Married,27,High School,107932,Unemployed/Unskilled,Small City,3
1333,Female,Married,48,University,116235,Unemployed/Unskilled,Small City,2
1334,Female,Married,22,High School,85974,Unemployed/Unskilled,Small City,3
1335,Female,Married,40,High School,124001,Unemployed/Unskilled,Small City,3
1336,Female,Married,32,High School,121428,Skilled Employee/Official,Small City,0
1337,Female,Single,25,High School,93233,Unemployed/Unskilled,Small City,3
1338,Female,Married,27,High School,67965,Unemployed/Unskilled,Small City,3
1339,Female,Married,27,High School,88001,Unemployed/Unskilled,Small City,3
1340,Female,Married,23,High School,129112,Skilled Employee/Official,Small City,0
1341,Female,Married,32,High School,109324,Skilled Employee/Official,Mid-sized city,0
1342,Female,Married,25,High School,112785,Skilled Employee/Official,Mid-sized city,0
1343,Female,Married,46,University,136735,Unemployed/Unskilled,Small City,2
1344,Female,Married,21,High School,107779,Skilled Employee/Official,Mid-sized city,0
1345,Female,Married,29,High School,103526,Skilled Employee/Official,Small City,0
1346,Female,Married,31,High School,93171,Unemployed/Unskilled,Small City,3
1347,Female,Single,26,High School,106559,Unemployed/Unskilled,Small City,3
1348,Female,Married,23,High School,112728,Skilled Employee/Official,Mid-sized city,0
1349,Female,Single,38,High School,102855,Skilled Employee/Official,Mid-sized city,1
1350,Female,Single,35,High School,85381,Unemployed/Unskilled,Small City,3
1351,Female,Married,27,High School,100762,Skilled Employee/Official,Mid-sized city,0
1352,Female,Married,22,High School,131445,Skilled Employee/Official,Mid-sized city,0
1353,Female,Married,52,University,123194,Skilled Employee/Official,Small City,2
1354,Female,Married,19,High School,99519,Skilled Employee/Official,Mid-sized city,0
1355,Female,Married,23,High School,112853,Skilled Employee/Official,Small City,0
1356,Female,Single,42,High School,110509,Skilled Employee/Official,Small City,3
1357,Female,Married,27,High School,106446,Skilled Employee/Official,Mid-sized city,0
1358,Female,Married,39,University,89665,Unemployed/Unskilled,Small City,2
1359,Female,Married,50,University,128233,Skilled Employee/Official,Mid-sized city,2
1360,Female,Married,36,High School,133615,Skilled Employee/Official,Small City,0
1361,Female,Married,25,High School,115833,Skilled Employee/Official,Mid-sized city,0
1362,Female,Married,27,High School,65560,Unemployed/Unskilled,Small City,3
1363,Female,Married,30,High School,118642,Skilled Employee/Official,Small City,0
1364,Female,Single,22,High School,63635,Unemployed/Unskilled,Small City,3
1365,Female,Married,27,High School,122649,Skilled Employee/Official,Mid-sized city,0
1366,Female,Single,31,High School,143321,management / self-employed / highly qualified employee / officer,Mid-sized city,1
1367,Female,Married,29,High School,99556,Skilled Employee/Official,Small City,0
1369,Female,Single,33,High School,71935,Unemployed/Unskilled,Small City,3
1370,Female,Married,26,High School,114977,Skilled Employee/Official,Small City,0
1371,Female,Married,36,High School,147691,Skilled Employee/Official,Mid-sized city,0
1372,Female,Married,26,High School,54296,Unemployed/Unskilled,Small City,3
1373,Female,Married,39,High School,80014,Unemployed/Unskilled,Small City,3
1374,Female,Married,44,University,77887,Unemployed/Unskilled,Small City,2
1375,Female,Married,46,University,98517,Unemployed/Unskilled,Small City,2
1376,Female,Married,31,High School,103012,Unemployed/Unskilled,Small City,3
1377,Female,Single,26,High School,121377,Skilled Employee/Official,Small City,3
1378,Female,Married,22,High School,91359,Skilled Employee/Official,Mid-sized city,0
1379,Female,Single,48,University,104833,Unemployed/Unskilled,Small City,2
1380,Female,Married,27,High School,101209,Skilled Employee/Official,Small City,0
1381,Female,Single,30,High School,58207,Unemployed/Unskilled,Small City,3
1382,Female,Married,27,High School,116708,Skilled Employee/Official,Mid-sized city,0
1383,Female,Married,36,High School,107471,Skilled Employee/Official,Mid-sized city,0
1384,Female,Married,31,High School,128495,Skilled Employee/Official,Small City,0
1385,Female,Single,21,High School,124468,Skilled Employee/Official,Small City,0
1386,Female,Married,26,High School,106922,Skilled Employee/Official,Mid-sized city,0
1387,Female,Single,24,High School,104291,Skilled Employee/Official,Small City,3
1388,Female,Married,29,High School,98204,Skilled Employee/Official,Small City,0
1389,Female,Married,32,High School,127071,Skilled Employee/Official,Small City,0
1390,Female,Married,45,University,85115,Unemployed/Unskilled,Small City,2
1391,Female,Married,58,University,104013,Unemployed/Unskilled,Small City,2
1392,Female,Married,25,High School,89863,Skilled Employee/Official,Small City,0
1394,Female,Married,53,University,107861,Unemployed/Unskilled,Small City,2
1395,Female,Married,24,High School,123994,Skilled Employee/Official,Small City,0
1396,Female,Single,20,High School,91270,Unemployed/Unskilled,Small City,3
1398,Female,Married,31,High School,118594,Skilled Employee/Official,Mid-sized city,0
1399,Female,Married,27,High School,40606,Unemployed/Unskilled,Small City,3
1400,Female,Married,36,High School,129304,Unemployed/Unskilled,Small City,3
1401,Female,Married,25,High School,113118,Skilled Employee/Official,Small City,0
1402,Female,Single,41,High School,133131,Skilled Employee/Official,Small City,1
1403,Female,Married,30,High School,106876,Skilled Employee/Official,Mid-sized city,0
1404,Female,Married,32,High School,130870,Skilled Employee/Official,Mid-sized city,0
1405,Female,Married,29,High School,125621,Unemployed/Unskilled,Small City,3
1406,Female,Single,27,High School,78923,Unemployed/Unskilled,Small City,3
1407,Female,Married,32,High School,123983,Skilled Employee/Official,Small City,0
1408,Female,Married,25,High School,75184,Unemployed/Unskilled,Small City,3
1409,Female,Single,24,High School,109693,Skilled Employee/Official,Small City,3
1410,Female,Married,63,University,86273,Unemployed/Unskilled,Small City,2
1411,Female,Single,42,University,113190,Unemployed/Unskilled,Small City,2
1412,Female,Married,22,High School,109274,Unemployed/Unskilled,Small City,3
1413,Female,Married,46,University,143489,Skilled Employee/Official,Mid-sized city,2
1414,Female,Married,24,High School,99570,Skilled Employee/Official,Mid-sized city,0
1415,Female,Single,30,High School,139468,Skilled Employee/Official,Mid-sized city,0
1416,Female,Married,44,University,108627,Unemployed/Unskilled,Small City,2
1417,Female,Single,25,High School,106355,Skilled Employee/Official,Small City,3
1418,Female,Married,27,High School,96952,Skilled Employee/Official,Small City,0
1419,Female,Married,27,High School,141502,Skilled Employee/Official,Mid-sized city,0
1420,Female,Married,34,High School,110420,Skilled Employee/Official,Mid-sized city,0
1421,Female,Married,18,High School,97741,Skilled Employee/Official,Mid-sized city,0
1422,Female,Married,25,High School,99583,Skilled Employee/Official,Mid-sized city,0
1423,Female,Married,21,High School,63698,Unemployed/Unskilled,Small City,3
1424,Female,Married,26,High School,116688,Skilled Employee/Official,Mid-sized city,0
1425,Female,Married,27,High School,131542,management / self-employed / highly qualified employee / officer,Mid-sized city,0
1426,Female,Single,25,High School,136055,Skilled Employee/Official,Mid-sized city,0
1427,Female,Married,30,High School,100195,Skilled Employee/Official,Mid-sized city,0
1429,Female,Married,25,High School,104062,Skilled Employee/Official,Mid-sized city,0
1430,Female,Married,43,University,137689,Skilled Employee/Official,Small City,2
1431,Female,Married,35,High School,137705,Skilled Employee/Official,Mid-sized city,0
1433,Female,Single,35,High School,68731,Unemployed/Unskilled,Small City,3
1434,Female,Married,26,High School,105726,Skilled Employee/Official,Small City,0
1435,Female,Single,29,High School,78078,Unemployed/Unskilled,Small City,3
1436,Female,Married,22,High School,110835,Unemployed/Unskilled,Small City,3
1437,Female,Single,26,High School,115531,Skilled Employee/Official,Mid-sized city,0
1438,Female,Married,36,High School,92723,Unemployed/Unskilled,Small City,3
1439,Female,Married,35,High School,107509,Skilled Employee/Official,Mid-sized city,0
1440,Female,Married,28,High School,116763,Skilled Employee/Official,Mid-sized city,0
1441,Female,Married,24,High School,100733,Skilled Employee/Official,Small City,0
1442,Female,Married,34,High School,92652,Unemployed/Unskilled,Small City,3
1443,Female,Married,25,High School,106987,Skilled Employee/Official,Small City,0
1444,Female,Married,54,University,51882,Unemployed/Unskilled,Small City,2
1445,Female,Single,46,University,104751,Unemployed/Unskilled,Small City,2
1446,Female,Married,42,High School,50947,Unemployed/Unskilled,Small City,3
1447,Female,Single,45,University,126986,Unemployed/Unskilled,Small City,2
1448,Female,Single,48,University,110223,Unemployed/Unskilled,Small City,2
1449,Female,Single,21,High School,100591,Unemployed/Unskilled,Small City,3
1450,Female,Married,31,High School,123257,Skilled Employee/Official,Small City,0
1451,Female,Single,35,High School,137736,Skilled Employee/Official,Mid-sized city,1
1452,Female,Married,36,High School,110221,Skilled Employee/Official,Mid-sized city,0
1453,Female,Married,32,High School,99703,Unemployed/Unskilled,Small City,3
1454,Female,Married,26,High School,106667,Unemployed/Unskilled,Small City,3
1455,Female,Married,34,High School,143319,Skilled Employee/Official,Small City,0
1457,Female,Married,50,University,93390,Unemployed/Unskilled,Small City,2
1458,Female,Married,39,High School,97577,Skilled Employee/Official,Small City,0
1459,Female,Single,52,University,124196,Unemployed/Unskilled,Small City,2
1460,Female,Married,36,High School,81136,Unemployed/Unskilled,Small City,3
1461,Female,Married,29,High School,119439,Skilled Employee/Official,Small City,0
1462,Female,Married,36,High School,145231,Skilled Employee/Official,Mid-sized city,0
1463,Female,Married,36,High School,85623,Unemployed/Unskilled,Small City,3
1464,Female,Married,27,High School,145373,Skilled Employee/Official,Mid-sized city,0
1465,Female,Married,36,High School,135896,management / self-employed / highly qualified employee / officer,Mid-sized city,0
1466,Female,Married,26,High School,106470,Skilled Employee/Official,Mid-sized city,0
1467,Female,Single,57,University,113334,Skilled Employee/Official,Mid-sized city,2
1468,Female,Single,27,High School,100560,Unemployed/Unskilled,Small City,3
1469,Female,Married,58,University,108442,Unemployed/Unskilled,Small City,2
1470,Female,Married,27,High School,64472,Unemployed/Unskilled,Small City,3
1471,Female,Married,49,University,120207,Skilled Employee/Official,Small City,2
1472,Female,Married,43,University,101680,Skilled Employee/Official,Small City,2
1473,Female,Single,45,University,92342,Unemployed/Unskilled,Small City,3
1474,Female,Married,27,High School,98611,Unemployed/Unskilled,Small City,3
1475,Female,Married,34,High School,97613,Skilled Employee/Official,Mid-sized city,0
1476,Female,Married,21,High School,82298,Unemployed/Unskilled,Small City,3
1477,Female,Married,54,University,125302,Skilled Employee/Official,Mid-sized city,2
1478,Female,Married,43,University,108725,Unemployed/Unskilled,Small City,2
1479,Female,Single,25,High School,85569,Unemployed/Unskilled,Small City,3
1480,Female,Single,57,University,110372,Unemployed/Unskilled,Small City,2
1481,Female,Married,26,High School,100511,Skilled Employee/Official,Mid-sized city,0
1482,Female,Single,30,High School,110455,Skilled Employee/Official,Small City,3
1483,Female,Single,58,University,141993,Unemployed/Unskilled,Small City,2
1484,Female,Married,25,High School,121789,Skilled Employee/Official,Mid-sized city,0
1485,Female,Married,23,High School,138967,Skilled Employee/Official,Small City,0
1486,Female,Single,22,High School,105230,Skilled Employee/Official,Small City,3
1487,Female,Married,21,High School,90656,Skilled Employee/Official,Mid-sized city,0
1488,Female,Married,20,High School,115445,Skilled Employee/Official,Mid-sized city,0
1489,Female,Married,22,High School,59955,Unemployed/Unskilled,Small City,3
1490,Female,Single,27,High School,126268,Skilled Employee/Official,Mid-sized city,0
1491,Female,Single,24,High School,80830,Unemployed/Unskilled,Small City,3
1492,Female,Married,23,High School,123625,Skilled Employee/Official,Small City,0
1493,Female,Married,26,High School,102543,Skilled Employee/Official,Mid-sized city,0
1494,Female,Single,28,High School,101948,Skilled Employee/Official,Small City,3
1495,Female,Married,64,Graduate School,142280,Skilled Employee/Official,Small City,2
1496,Female,Married,26,High School,105434,Skilled Employee/Official,Mid-sized city,0
1497,Female,Married,31,High School,106115,Skilled Employee/Official,Small City,0
1498,Female,Single,28,High School,111057,Unemployed/Unskilled,Small City,3
1499,Female,Married,25,High School,117758,Skilled Employee/Official,Mid-sized city,0
1500,Female,Single,49,University,118396,Unemployed/Unskilled,Small City,2
1501,Female,Married,33,High School,136260,Skilled Employee/Official,Mid-sized city,0
1502,Female,Single,27,High School,97192,Skilled Employee/Official,Small City,3
1503,Female,Married,59,University,62101,Unemployed/Unskilled,Small City,2
1504,Female,Married,28,High School,123497,Skilled Employee/Official,Small City,0
1505,Female,Married,24,High School,120326,Skilled Employee/Official,Mid-sized city,0
1506,Female,Married,26,High School,66645,Unemployed/Unskilled,Small City,3
1507,Female,Single,33,High School,83429,Unemployed/Unskilled,Small City,3
1508,Female,Single,37,High School,107539,Skilled Employee/Official,Mid-sized city,1
1509,Female,Married,46,University,153880,Skilled Employee/Official,Small City,2
1510,Female,Married,62,University,140178,Unemployed/Unskilled,Mid-sized city,2
1511,Female,Single,26,High School,100402,Unemployed/Unskilled,Small City,3
1512,Female,Married,49,University,122158,Unemployed/Unskilled,Small City,2
1513,Female,Married,25,High School,89331,Unemployed/Unskilled,Small City,3
1514,Female,Married,37,High School,125359,Unemployed/Unskilled,Small City,3
1515,Female,Single,31,High School,124110,Skilled Employee/Official,Small City,3
1516,Female,Single,25,High School,93526,Unemployed/Unskilled,Small City,3
1517,Female,Married,21,High School,70170,Unemployed/Unskilled,Small City,3
1518,Female,Married,27,High School,82357,Unemployed/Unskilled,Small City,3
1519,Female,Married,29,High School,126745,Skilled Employee/Official,Small City,0
1520,Female,Married,30,High School,103326,Skilled Employee/Official,Mid-sized city,0
1521,Female,Married,26,High School,116048,Skilled Employee/Official,Mid-sized city,0
1522,Female,Married,40,University,137115,Unemployed/Unskilled,Small City,2
1523,Female,Married,23,High School,105365,Skilled Employee/Official,Mid-sized city,0
1524,Female,Married,31,High School,95911,Skilled Employee/Official,Small City,0
1525,Female,Married,29,High School,88669,Unemployed/Unskilled,Small City,3
1526,Female,Single,22,High School,103776,Unemployed/Unskilled,Small City,3
1527,Female,Married,26,High School,108864,Skilled Employee/Official,Mid-sized city,0
1528,Female,Single,39,High School,106037,Skilled Employee/Official,Mid-sized city,1
1529,Female,Single,35,High School,84851,Unemployed/Unskilled,Small City,3
1530,Female,Married,26,High School,95748,Skilled Employee/Official,Mid-sized city,0
1531,Female,Married,28,High School,133616,Skilled Employee/Official,Mid-sized city,0
1532,Female,Married,56,University,132752,Skilled Employee/Official,Small City,2
1533,Female,Married,22,High School,95712,Skilled Employee/Official,Mid-sized city,0
1534,Female,Married,26,High School,109063,Skilled Employee/Official,Small City,0
1535,Female,Single,41,High School,113521,Skilled Employee/Official,Small City,3
1536,Female,Married,29,High School,109380,Skilled Employee/Official,Mid-sized city,0
1537,Female,Married,42,University,82558,Unemployed/Unskilled,Small City,2
1538,Female,Married,50,University,124777,Skilled Employee/Official,Mid-sized city,2
1539,Female,Married,33,High School,133542,Skilled Employee/Official,Small City,0
1540,Female,Married,28,High School,116492,Skilled Employee/Official,Mid-sized city,0
1541,Female,Married,27,High School,68834,Unemployed/Unskilled,Small City,3
1542,Female,Married,27,High School,124023,Skilled Employee/Official,Small City,0
1543,Female,Single,28,High School,63882,Unemployed/Unskilled,Small City,3
1544,Female,Married,24,High School,122492,Skilled Employee/Official,Mid-sized city,0
1545,Female,Single,28,High School,141453,management / self-employed / highly qualified employee / officer,Mid-sized city,1
1546,Female,Married,32,High School,99327,Skilled Employee/Official,Small City,0
1547,Female,Single,32,High School,45590,Unemployed/Unskilled,Small City,3
1548,Female,Single,30,High School,71167,Unemployed/Unskilled,Small City,3
1549,Female,Married,29,High School,111992,Skilled Employee/Official,Small City,0
1550,Female,Married,37,High School,145140,Skilled Employee/Official,Mid-sized city,0
1551,Female,Married,24,High School,49672,Unemployed/Unskilled,Small City,3
1552,Female,Married,36,High School,75536,Unemployed/Unskilled,Small City,3
1553,Female,Married,40,University,86720,Unemployed/Unskilled,Small City,2
1554,Female,Married,51,University,97729,Unemployed/Unskilled,Small City,2
1555,Female,Married,33,High School,106808,Unemployed/Unskilled,Small City,3
1556,Female,Single,31,High School,117971,Skilled Employee/Official,Small City,3
1557,Female,Married,29,High School,97731,Skilled Employee/Official,Mid-sized city,0
1558,Female,Single,48,University,109196,Unemployed/Unskilled,Small City,2
1559,Female,Married,25,High School,94905,Skilled Employee/Official,Small City,0
1560,Female,Single,28,High School,57480,Unemployed/Unskilled,Small City,3
1561,Female,Married,23,High School,109175,Skilled Employee/Official,Mid-sized city,0
1562,Female,Married,32,High School,111174,Skilled Employee/Official,Mid-sized city,0
1563,Female,Married,34,High School,127255,Skilled Employee/Official,Small City,0
1564,Female,Single,23,High School,115499,Skilled Employee/Official,Small City,3
1565,Female,Married,25,High School,109499,Skilled Employee/Official,Mid-sized city,0
1566,Female,Single,25,High School,104696,Skilled Employee/Official,Small City,3
1567,Female,Married,27,High School,104467,Skilled Employee/Official,Small City,0
1568,Female,Married,29,High School,120157,Skilled Employee/Official,Small City,0
1569,Female,Married,46,University,81200,Unemployed/Unskilled,Small City,2
1570,Female,Married,61,University,97558,Unemployed/Unskilled,Small City,2
1571,Female,Married,25,High School,95914,Skilled Employee/Official,Small City,0
1573,Female,Married,49,University,101734,Unemployed/Unskilled,Small City,2
1574,Female,Married,21,High School,126009,Skilled Employee/Official,Small City,0
1575,Female,Single,19,High School,91232,Unemployed/Unskilled,Small City,3
1577,Female,Married,31,High School,110040,Skilled Employee/Official,Mid-sized city,0
1578,Female,Married,27,High School,38247,Unemployed/Unskilled,Small City,3
1579,Female,Married,37,High School,129027,Unemployed/Unskilled,Small City,3
1580,Female,Married,27,High School,115026,Skilled Employee/Official,Small City,0
1581,Female,Single,36,High School,130323,Skilled Employee/Official,Small City,3
1582,Female,Married,24,High School,103181,Skilled Employee/Official,Mid-sized city,0
1583,Female,Married,31,High School,138307,Skilled Employee/Official,Mid-sized city,0
1584,Female,Married,29,High School,122564,Unemployed/Unskilled,Small City,3
1585,Female,Single,28,High School,82351,Unemployed/Unskilled,Small City,3
1586,Female,Married,34,High School,125351,Skilled Employee/Official,Small City,0
1587,Female,Married,26,High School,82940,Unemployed/Unskilled,Small City,3
1588,Female,Single,21,High School,108029,Skilled Employee/Official,Small City,3
1589,Female,Married,63,University,82734,Unemployed/Unskilled,Small City,2
1590,Female,Single,38,University,116816,Unemployed/Unskilled,Small City,3
1591,Female,Married,20,High School,113472,Unemployed/Unskilled,Small City,3
1592,Female,Married,44,University,143343,Skilled Employee/Official,Mid-sized city,2
1593,Female,Married,31,High School,104074,Skilled Employee/Official,Mid-sized city,0
1594,Female,Single,33,High School,138525,Skilled Employee/Official,Mid-sized city,1
1595,Female,Married,49,University,106960,Unemployed/Unskilled,Small City,2
1596,Female,Single,26,High School,108323,Skilled Employee/Official,Small City,3
1597,Female,Married,28,High School,95784,Skilled Employee/Official,Small City,0
1598,Female,Married,30,High School,140673,Skilled Employee/Official,Mid-sized city,0
1599,Female,Married,36,High School,104235,Skilled Employee/Official,Mid-sized city,0
1600,Female,Married,27,High School,54041,Unemployed/Unskilled,Small City,3
1601,Male,Single,23,other/unknown,107961,Unemployed/Unskilled,Small City,3
1602,Male,Single,31,other/unknown,113757,Skilled Employee/Official,Small City,1
1603,Female,Married,27,High School,94884,Skilled Employee/Official,Small City,0
1604,Female,Married,25,High School,126041,Skilled Employee/Official,Small City,0
1605,Female,Married,23,High School,64952,Unemployed/Unskilled,Small City,3
1606,Male,Married,27,High School,66764,Unemployed/Unskilled,Small City,3
1607,Female,Single,38,High School,67861,Unemployed/Unskilled,Small City,3
1608,Male,Single,44,High School,113516,Unemployed/Unskilled,Small City,3
1609,Female,Married,42,High School,46109,Unemployed/Unskilled,Small City,3
1610,Female,Married,25,High School,103651,Unemployed/Unskilled,Small City,3
1611,Male,Married,40,High School,75043,Unemployed/Unskilled,Small City,3
1612,Female,Married,24,High School,116473,Unemployed/Unskilled,Small City,3
1613,Female,Single,39,High School,96614,Unemployed/Unskilled,Small City,3
1614,Male,Single,24,other/unknown,66447,Unemployed/Unskilled,Small City,3
1615,Female,Single,50,High School,119068,Skilled Employee/Official,Small City,3
1616,Female,Married,28,High School,122973,Unemployed/Unskilled,Small City,3
1617,Female,Married,36,High School,81609,Unemployed/Unskilled,Small City,3
1618,Male,Single,36,High School,105519,Skilled Employee/Official,Small City,1
1619,Female,Married,40,High School,86649,Unemployed/Unskilled,Small City,3
1620,Female,Single,31,other/unknown,76384,Unemployed/Unskilled,Small City,3
1621,Male,Married,27,High School,67136,Unemployed/Unskilled,Small City,3
1622,Female,Married,35,High School,93155,Unemployed/Unskilled,Small City,3
1623,Male,Single,51,High School,124183,Unemployed/Unskilled,Small City,3
1624,Female,Single,26,other/unknown,64860,Unemployed/Unskilled,Small City,3
1625,Male,Single,33,High School,87232,Unemployed/Unskilled,Small City,3
1626,Female,Married,27,High School,92304,Unemployed/Unskilled,Small City,3
1627,Male,Single,38,High School,84254,Unemployed/Unskilled,Small City,3
1628,Female,Single,30,other/unknown,106696,Skilled Employee/Official,Small City,3
1629,Male,Single,28,other/unknown,113212,Skilled Employee/Official,Small City,1
1630,Male,Single,23,other/unknown,71076,Unemployed/Unskilled,Small City,3
1631,Female,Married,23,High School,114270,Unemployed/Unskilled,Small City,3
1632,Female,Married,26,High School,125538,Skilled Employee/Official,Small City,0
1633,Female,Married,21,High School,92442,Unemployed/Unskilled,Small City,3
1634,Female,Single,36,High School,75297,Unemployed/Unskilled,Small City,3
1635,Female,Married,24,High School,65707,Unemployed/Unskilled,Small City,3
1636,Male,Single,41,High School,120387,Skilled Employee/Official,Small City,1
1637,Male,Single,42,High School,120946,Skilled Employee/Official,Small City,1
1638,Male,Single,27,other/unknown,73265,Unemployed/Unskilled,Small City,3
1639,Male,Married,40,High School,77481,Unemployed/Unskilled,Small City,3
1640,Female,Married,34,High School,91282,Unemployed/Unskilled,Small City,3
1641,Male,Single,40,High School,104405,Unemployed/Unskilled,Small City,3
1642,Male,Single,33,High School,99646,Skilled Employee/Official,Small City,1
1643,Female,Single,49,High School,97791,Unemployed/Unskilled,Small City,3
1644,Male,Single,28,other/unknown,81878,Unemployed/Unskilled,Small City,3
1645,Female,Married,26,High School,107908,Skilled Employee/Official,Small City,0
1646,Female,Single,40,High School,98608,Unemployed/Unskilled,Small City,3
1647,Male,Single,47,High School,95228,Unemployed/Unskilled,Small City,3
1648,Female,Married,41,High School,128163,Skilled Employee/Official,Small City,0
1649,Female,Married,29,High School,94325,Unemployed/Unskilled,Small City,3
1650,Female,Married,37,High School,90815,Unemployed/Unskilled,Small City,3
1651,Male,Single,31,other/unknown,120719,Skilled Employee/Official,Small City,1
1652,Male,Single,35,High School,110159,Skilled Employee/Official,Small City,1
1653,Male,Single,35,High School,124490,Skilled Employee/Official,Small City,1
1654,Female,Married,29,High School,75161,Unemployed/Unskilled,Small City,3
1655,Female,Single,37,High School,127206,Skilled Employee/Official,Small City,3
1656,Male,Single,37,High School,83660,Unemployed/Unskilled,Small City,3
1657,Female,Married,26,High School,87400,Unemployed/Unskilled,Small City,3
1658,Female,Married,28,High School,78942,Unemployed/Unskilled,Small City,3
1659,Female,Married,23,High School,88452,Unemployed/Unskilled,Small City,3
1660,Male,Single,38,High School,104128,Skilled Employee/Official,Small City,1
1661,Female,Married,30,High School,100313,Skilled Employee/Official,Small City,0
1662,Female,Single,45,High School,107387,Skilled Employee/Official,Small City,3
1663,Male,Single,24,other/unknown,84355,Unemployed/Unskilled,Small City,3
1664,Female,Single,35,High School,112723,Skilled Employee/Official,Small City,3
1665,Female,Married,41,High School,115892,Skilled Employee/Official,Small City,0
1666,Male,Married,30,High School,106597,Skilled Employee/Official,Small City,0
1667,Female,Married,30,High School,121327,Skilled Employee/Official,Small City,0
1668,Female,Married,26,High School,92559,Unemployed/Unskilled,Small City,3
1669,Female,Married,25,High School,87537,Unemployed/Unskilled,Small City,3
1670,Female,Married,23,High School,70569,Unemployed/Unskilled,Small City,3
1671,Female,Married,27,High School,85294,Unemployed/Unskilled,Small City,3
1672,Female,Single,26,other/unknown,70905,Unemployed/Unskilled,Small City,3
1673,Male,Single,25,other/unknown,103716,Unemployed/Unskilled,Small City,3
1674,Male,Married,27,High School,94947,Skilled Employee/Official,Small City,0
1675,Female,Single,42,High School,80116,Unemployed/Unskilled,Small City,3
1676,Male,Single,35,High School,86492,Unemployed/Unskilled,Small City,3
1677,Female,Married,25,High School,88672,Unemployed/Unskilled,Small City,3
